i,gravid,classe
12.828542,-8.1305,1
12.821128,20.4375,1
21.818503,0.5306,1
7.17192,-40.3596,1
15.518268,-9.1010,1
21.315041,4.7026,1
13.858619,62.1069,3
9.468883,13.1995,1
16.509123,-34.6278,1
20.706788,-53.2623,1
11.005841,-11.2015,1
7.597397,15.4354,1
5.073736,-52.6930,1
16.597723,-29.3265,1
13.681038,22.2389,1
10.051005,-25.9625,1
10.799299,-12.8784,1
13.637803,-34.1348,1
17.117642,-37.7566,1
5.448029,-145.0279,1
15.897087,-4.8436,1
18.64138,2.4198,1
6.049369,-11.3590,1
11.842869,-20.9183,1
13.322474,0.0942,1
3.940066,7.2944,1
12.731357,0.0672,1
16.369686,-59.3499,1
5.44786,30.7196,2
20.621618,9.7689,1
21.773571,-18.4747,1
19.751354,-44.7013,1
14.757354,14.9622,1
9.788329,-37.9844,1
19.846451,-67.7225,1
9.438883,3.3117,1
21.132746,3.3770,1
18.090114,27.2300,2
15.542668,-48.2253,1
6.796913,33.2372,2
7.498928,-19.8799,1
6.693268,-25.8831,1
19.168525,-42.0506,1
21.300165,42.6597,2
19.699801,-46.1550,1
18.325174,-4.1191,1
5.74805,-72.6992,1
14.166188,-16.2837,1
18.836993,-9.6404,1
16.227958,-34.8672,1
21.748335,4.1630,1
2.56725,-56.5917,1
8.782016,-97.8992,1
16.008277,20.5314,1
11.64397,-1.3458,1
18.630402,-43.6010,1
15.243619,-7.0939,1
15.507583,3.8928,1
19.01531,-37.0610,1
20.470416,16.3126,1
17.956597,-93.2138,1
14.01976,3.9211,1
11.456455,-10.7997,1
17.918518,-10.0345,1
10.770263,-21.4965,1
12.833384,-13.3953,1
6.825909,-39.1973,1
18.168952,-25.4498,1
21.716547,-1.0181,1
17.743551,-15.2163,1
11.359895,-0.7839,1
11.160538,-80.4830,1
19.395506,-2.4596,1
20.730164,-23.3508,1
16.827788,-29.1386,1
14.750595,10.9467,1
12.816004,-35.6871,1
20.004846,-2.7815,1
15.222251,-43.1645,1
21.490101,-39.2505,1
8.847254,1.2301,1
15.047272,-3.4890,1
16.341647,-28.7301,1
20.473559,-3.7686,1
10.877961,-6.3782,1
14.940827,4.7986,1
13.996472,5.5005,1
18.725046,-34.7475,1
16.351285,-56.8634,1
10.16464,5.6738,1
9.355836,-14.3149,1
13.913807,-32.1380,1
15.731993,-103.8094,1
14.015641,4.3797,1
5.860787,-44.6846,1
6.159152,-80.6426,1
13.897824,-42.5516,1
20.407096,-51.3764,1
18.350538,-29.6639,1
6.965224,-26.0846,1
3.807908,-88.4767,1
20.35731,-58.9395,1
17.992966,-3.5675,1
12.482288,-39.8916,1
17.722781,-94.1233,1
10.475138,8.3840,1
14.578767,8.0280,1
18.229462,-14.1157,1
19.677989,20.0389,1
13.301594,-54.8511,1
18.03522,-51.9600,1
21.530095,-1.2488,1
3.298748,2.2050,1
14.752243,-21.9295,1
11.908107,-71.9547,1
11.196622,-21.4180,1
11.412369,-34.7721,1
17.002297,-70.2755,1
21.913587,-95.6449,1
13.878094,-35.7611,1
17.281121,-9.9596,1
15.512351,9.6853,1
21.915605,-34.6535,1
19.099006,20.7367,1
14.329477,-59.0839,1
17.000047,22.2702,1
14.416477,12.8672,1
20.557175,-41.4384,1
13.121165,-122.3431,1
8.855846,-22.4753,1
14.422673,-104.4818,1
20.682767,-5.5916,1
11.809928,-52.7134,1
15.29458,-1.1545,1
17.969681,-49.5297,1
6.157641,-101.5242,1
21.614599,-8.8466,1
16.934594,2.1444,1
18.151821,-16.6876,1
15.225327,-8.9044,1
16.95075,-59.2199,1
12.106522,-28.8052,1
21.89596,-9.6877,1
19.536884,2.7403,1
21.556213,15.1483,1
15.594326,-11.4386,1
15.330199,20.9603,1
20.673666,-51.4572,1
15.653022,10.6109,1
10.793844,-21.5922,1
15.773202,-17.6443,1
18.674913,-13.8152,1
18.272388,-15.3989,1
19.898223,6.2153,1
21.923234,2.0153,1
21.567254,-1.2151,1
13.151001,-47.1180,1
21.221694,-1.8968,1
12.41437,-1.2859,1
8.246319,-27.2376,1
11.703552,9.4922,1
18.461367,-29.7098,1
15.971955,0.6097,1
20.741885,-35.5162,1
17.815165,-72.1705,1
16.366578,6.9444,1
15.894981,-18.4037,1
16.462213,-64.6737,1
3.905812,1.2986,1
20.26755,-19.2471,1
3.504022,-48.8241,1
14.35888,0.8760,1
7.522341,17.7849,1
17.381883,-34.3907,1
18.174702,-16.9756,1
9.965202,-5.9736,1
11.229595,-104.7903,1
5.077896,21.8180,1
12.525653,-122.1741,1
7.618917,24.3888,1
19.495673,8.3520,1
14.502735,-42.9588,1
9.752137,1.1773,1
14.015751,20.9711,1
21.697429,-4.9870,1
15.385188,19.5311,1
18.928312,-12.3874,1
17.343156,4.5262,1
13.134739,-29.0752,1
21.090484,-24.6806,1
19.361188,-79.0784,1
16.652196,-30.8669,1
19.173745,-55.9983,1
20.424449,-12.2541,1
16.509108,-37.5711,1
8.188698,-25.7505,1
13.93196,4.4678,1
20.098703,3.5253,1
17.192564,-10.0337,1
16.067581,-0.1148,1
19.362935,-28.5697,1
21.031893,6.5553,1
14.67992,-22.8024,1
15.516935,6.2436,1
11.151349,-37.1048,1
10.718192,-26.8449,1
11.708987,-66.5111,1
6.018248,-37.8437,1
13.670546,-60.4578,1
0.435454,-58.8822,1
21.384869,1.6954,1
15.036153,-14.8494,1
1.622204,-69.6304,1
6.084886,-40.4978,1
6.938594,-37.3093,1
14.0127,9.7962,1
7.244164,-79.5972,1
14.341265,-14.9807,1
19.763412,10.6982,1
8.30091,-94.3682,1
19.599807,-88.2865,1
11.880546,-39.3157,1
13.177876,-74.9524,1
8.896316,-56.1446,1
14.531109,-38.0669,1
7.699517,-39.3124,1
19.055058,-3.2077,1
8.735534,-20.1014,1
20.178359,-63.1147,1
20.285851,-3.7929,1
21.493733,-8.3354,1
16.107824,-20.6692,1
12.642098,-19.1855,1
7.04415,-87.4940,1
12.698799,11.7298,1
20.331486,21.9117,1
9.321152,-25.2245,1
10.410563,-64.8981,1
17.101294,-28.8828,1
21.274872,4.7194,1
11.970421,-70.5731,1
16.556266,-8.5903,1
15.046942,11.1912,1
13.448985,-111.1080,1
21.157816,-6.3280,1
10.071084,-1.1693,1
14.473536,-11.2700,1
17.479541,-34.6476,1
15.850184,23.5531,1
9.139393,-22.2194,1
18.930947,7.5486,1
21.992288,7.3244,1
21.615933,7.0631,1
10.514087,-65.8808,1
7.714151,-91.5831,1
6.152859,-31.1685,1
16.796439,-62.8199,1
5.79636,-75.5627,1
11.545577,-100.9053,1
20.522717,-47.8640,1
13.856997,-103.6472,1
15.920751,-1.2466,1
16.252553,-45.2197,1
15.82451,-0.1420,1
21.262262,13.8182,1
10.403014,-81.0341,1
11.212321,-10.7890,1
20.79716,-43.6050,1
13.576867,-44.5340,1
18.998405,21.9783,1
21.619866,-37.0102,1
12.621807,4.5716,1
3.235684,-41.2992,1
17.083719,-8.1963,1
20.432729,0.9826,1
14.381698,2.8880,1
20.067817,-66.9005,1
9.371822,-69.0734,1
16.944447,12.8439,1
13.486912,-75.1075,1
13.31651,-24.1402,1
12.239479,-36.7309,1
19.918202,-23.1562,1
17.340786,5.1068,1
16.38011,-17.9197,1
17.913615,2.6145,1
5.950629,-5.5375,1
21.309242,11.8699,1
15.878823,-25.6043,1
18.110318,-8.2082,1
19.501257,11.1645,1
20.104494,-11.5002,1
15.698849,31.3439,2
14.386046,11.7154,1
15.460806,-90.4776,1
20.615485,-5.8580,1
19.883255,-41.7447,1
20.920983,22.6848,1
15.467164,-2.9491,1
13.388874,-14.3287,1
19.388242,18.4878,1
2.991536,-71.6590,1
19.962206,-76.0215,1
12.879811,-90.3708,1
8.419868,15.8728,1
18.157026,1.9452,1
14.503816,-26.9034,1
9.818485,14.6975,1
18.908488,10.0774,1
12.729944,11.4507,1
16.840194,-43.0511,1
10.999297,-3.2137,1
14.960677,-14.5446,1
11.157661,4.0874,1
17.347715,-4.1538,1
12.358516,-83.5927,1
4.966084,-123.1446,1
5.54203,12.8707,1
9.384599,-12.6378,1
19.239193,-43.0037,1
14.851167,-5.1182,1
17.629555,-10.7625,1
18.838424,-21.8709,1
19.911805,-80.7330,1
18.232834,-60.3415,1
12.836789,-5.9697,1
10.812865,-85.1138,1
18.060163,-16.5348,1
7.168227,-22.7597,1
19.467,8.5893,1
19.034004,-20.0974,1
15.316763,-67.2963,1
14.29974,15.8861,1
16.517582,-11.2201,1
14.161107,14.3551,1
13.884625,-4.8314,1
8.790615,-54.9482,1
13.066455,12.6102,1
21.9073,30.1874,2
18.353345,3.6494,1
21.614781,-1.4715,1
9.080735,-32.2853,1
15.923522,-7.6296,1
3.859833,-70.6472,1
19.344206,0.5095,1
14.693441,-18.4423,1
20.823265,36.4713,2
21.78941,-93.2045,1
21.258353,-41.6859,1
10.68036,-21.0040,1
4.318512,-44.0655,1
12.526806,-40.5013,1
11.417769,-26.4584,1
12.826932,-42.5045,1
12.695383,12.0084,1
7.884093,-85.6819,1
18.886242,-18.7949,1
18.910248,-4.4483,1
16.604198,-13.7476,1
13.751011,-54.7169,1
20.688449,-12.1139,1
13.558837,-33.7483,1
21.517657,15.4785,1
20.022074,-11.1605,1
8.995545,8.1301,1
16.15292,-2.7342,1
12.038246,-83.6441,1
16.297111,-53.3641,1
19.545091,1.7751,1
19.345481,-33.4224,1
7.355592,-86.2500,1
19.856321,-15.3905,1
6.638691,8.2335,1
16.512576,-7.5947,1
19.446693,-39.3754,1
18.031198,-103.8985,1
13.902469,8.1083,1
18.61535,-0.2662,1
20.503709,-43.8544,1
15.22063,33.4335,2
6.3081,-91.3216,1
8.648781,-1.5346,1
8.862623,20.4382,1
16.366145,18.3987,1
21.10689,-4.6494,1
7.951805,-32.8024,1
16.944894,-14.8798,1
10.423513,6.4909,1
20.013954,21.2058,1
10.477619,-65.6722,1
16.432462,-38.3103,1
21.990504,-5.2435,1
17.426981,11.0083,1
4.161437,-116.3712,1
5.948433,-8.0205,1
9.743294,-32.2281,1
7.976294,13.7501,1
9.726567,-33.4198,1
21.024274,-38.8007,1
16.768573,-1.7559,1
21.600398,-28.4652,1
14.928829,-1.1014,1
21.37829,10.6777,1
14.03952,-32.9529,1
19.112809,-25.8102,1
18.196653,-8.0360,1
6.72338,-40.2927,1
21.219608,29.6819,2
17.124941,14.5913,1
19.549653,-35.0212,1
16.009366,-6.3305,1
20.116039,-2.4427,1
12.118656,-73.4545,1
9.499171,-55.4758,1
13.797778,-9.7241,1
17.479146,-89.1984,1
19.584915,8.2156,1
10.090903,-19.3443,1
10.200425,6.2853,1
20.177967,-27.9486,1
15.039183,-4.4985,1
21.812007,-10.0355,1
13.498688,-2.0927,1
18.827866,-41.6761,1
17.019949,-0.6724,1
13.225433,1.8555,1
13.291973,-80.0100,1
15.41693,0.7870,1
15.559212,2.6994,1
19.656389,-53.1920,1
11.762623,6.3567,1
19.256385,1.1637,1
18.550567,8.8587,1
11.002638,-18.6201,1
13.088932,-1.9868,1
14.323429,-118.4438,1
16.302448,-33.1072,1
19.508606,-42.9427,1
18.234813,6.0780,1
16.695539,-45.2494,1
12.793362,-59.0252,1
21.543222,26.7285,2
15.14699,-56.7254,1
20.516413,18.0681,1
14.275823,19.5933,1
15.82912,-8.3991,1
14.277782,-96.1773,1
21.629428,-27.3631,1
14.906202,-46.1463,1
13.465265,-41.9389,1
16.29207,7.9313,1
7.970064,-3.1585,1
21.094571,8.6046,1
20.789877,-57.3545,1
11.065237,4.1435,1
20.02016,64.9210,3
15.909892,-36.1015,1
16.569584,-81.4073,1
15.540968,-43.8538,1
14.693966,-0.8554,1
18.930111,-85.5176,1
6.72624,8.3421,1
10.93425,-65.9443,1
16.435385,16.0477,1
15.63224,19.1702,1
19.954519,-25.8636,1
21.784509,-0.6530,1
10.235884,-63.6610,1
6.241003,-4.6727,1
15.948134,-67.3436,1
9.537155,3.8778,1
21.689186,-60.7368,1
21.596427,-13.4695,1
15.17527,-11.9332,1
19.960953,-6.5096,1
10.165739,3.1459,1
14.205992,-38.1854,1
21.863597,-39.4282,1
16.01259,22.1553,1
21.465025,12.6359,1
18.769966,-7.7014,1
15.159313,-28.1873,1
18.47368,-57.4111,1
21.009542,9.7563,1
16.257887,-37.7833,1
8.702796,-21.5582,1
21.929434,-47.8566,1
14.343226,-24.4207,1
19.560569,18.4767,1
20.610508,-14.2339,1
21.931617,14.7581,1
18.538644,-36.3658,1
5.432648,-30.3801,1
7.9961,-111.5079,1
18.758659,-1.2677,1
16.208356,-6.8716,1
21.645422,15.9717,1
19.227371,-43.9782,1
17.541772,-35.4278,1
13.277119,19.6910,1
13.115951,-28.9319,1
21.211456,-22.2573,1
16.201696,-28.0242,1
10.280008,-55.3369,1
18.643144,-5.6384,1
17.850963,22.6901,1
15.163432,-5.6959,1
20.849277,3.3792,1
13.106223,-7.4054,1
15.779603,31.9209,2
10.216718,-64.0986,1
7.015838,-35.7256,1
6.424281,-64.9928,1
18.847324,18.5659,1
8.239354,6.8476,1
15.241829,11.5836,1
8.455903,-24.0362,1
20.355033,-1.9577,1
15.025374,-25.0582,1
16.747239,-45.4870,1
16.930406,-12.5472,1
18.410054,9.6631,1
3.164814,-78.4945,1
21.685823,-16.2091,1
19.106328,5.1575,1
2.866973,-85.9263,1
11.901827,-46.5222,1
8.6464,-11.5448,1
14.913282,8.9554,1
5.559026,-10.8277,1
16.760312,6.4364,1
14.947295,-74.1170,1
16.429897,-43.0039,1
15.616902,-85.1980,1
8.00085,-78.7991,1
15.211404,-28.7012,1
12.925092,-5.6419,1
4.035141,-47.2584,1
14.090073,-44.3823,1
16.945361,-3.8455,1
18.009149,-19.5416,1
18.507867,-24.7216,1
16.35412,-23.6915,1
20.271946,-1.2373,1
10.251616,-29.8422,1
9.714221,-141.0195,1
11.781632,-60.8807,1
21.67735,-18.0231,1
17.639466,-6.4446,1
10.810372,-4.5450,1
8.755629,20.8565,1
3.649448,-128.8298,1
18.713223,-32.8854,1
15.393831,-4.6492,1
5.023352,3.6520,1
17.39923,33.2021,2
12.797339,17.5057,1
19.285432,-35.6877,1
8.70446,-7.7449,1
21.470926,-4.5430,1
14.153181,-26.6658,1
20.763386,-31.8484,1
18.596034,14.6452,1
17.287551,-5.1899,1
17.00249,17.5511,1
16.714119,-61.0038,1
7.492659,-60.9679,1
19.552577,6.7078,1
0.772656,-45.6238,1
16.415905,-4.3486,1
7.664577,-82.2469,1
20.705212,-56.4387,1
6.153518,-63.5430,1
15.718921,-25.7927,1
17.545297,-47.6087,1
14.459891,-1.8581,1
20.731928,22.7596,1
9.147255,2.3791,1
20.317174,-29.6277,1
14.094465,-2.0847,1
17.320629,-29.2888,1
5.313689,-90.5782,1
13.165487,2.1596,1
18.413025,-35.3594,1
21.257751,-3.1873,1
17.265995,-16.6981,1
3.499727,-6.6967,1
15.237612,23.0602,1
16.849262,16.7692,1
19.677208,19.5996,1
19.835984,-23.7255,1
10.423564,-2.8921,1
21.160652,23.7018,1
14.789708,18.9787,1
21.51316,18.2336,1
12.988921,2.0249,1
5.74679,35.0082,2
17.651682,-48.1498,1
20.575048,5.0587,1
17.40107,19.0198,1
12.016511,-32.3278,1
7.613382,-23.2683,1
19.054793,-19.2076,1
17.94111,-39.2407,1
15.858435,13.2817,1
12.834783,-51.7927,1
11.833696,-116.2280,1
20.582293,23.3995,1
18.365435,19.0777,1
17.356158,-55.4707,1
17.308971,24.1643,1
12.309784,-83.5960,1
16.212206,18.3018,1
19.342831,14.9910,1
12.227281,-67.0932,1
10.930871,-30.0202,1
11.948588,-76.0330,1
15.81713,-24.4743,1
15.206187,-104.8031,1
20.23102,-29.6076,1
20.061327,-1.0707,1
18.113363,8.5187,1
5.878595,0.1265,1
19.348846,-4.9472,1
5.461264,-22.5597,1
3.944606,-45.9957,1
7.930208,-59.2835,1
9.050038,-20.4915,1
13.503785,-102.8910,1
15.449451,-30.1098,1
18.97624,21.6337,1
17.139774,-93.9422,1
20.437879,-49.3227,1
13.107811,-26.4767,1
14.647373,-40.0575,1
20.415737,-5.9811,1
17.118241,4.9963,1
13.003195,-56.9427,1
21.503484,-31.8381,1
1.970116,-142.8495,1
15.032431,21.9064,1
21.772694,-0.5288,1
13.114634,-0.7120,1
7.93243,-4.9873,1
13.549448,-25.7033,1
20.574037,-73.1733,1
6.792712,-67.7599,1
14.783334,-50.3189,1
19.760453,-9.5872,1
11.355883,16.1171,1
17.390669,-40.1933,1
16.602414,-4.3076,1
17.742827,-6.1682,1
11.269892,6.2305,1
16.622018,-4.3465,1
12.050344,-23.0677,1
18.943817,-61.8059,1
14.335906,15.9949,1
19.907612,-6.7394,1
9.897767,-67.2405,1
13.179451,-6.6750,1
21.358236,-0.7981,1
5.873095,-91.5429,1
9.813329,-71.7347,1
11.343159,-10.2070,1
15.493306,16.6810,1
13.939789,13.8328,1
9.811801,-42.5930,1
19.000414,-27.1428,1
18.697134,-11.1736,1
12.687634,29.4836,2
11.776138,-3.0503,1
3.657418,-114.0045,1
17.58641,3.7624,1
3.237981,-52.3751,1
14.359835,-44.7353,1
16.058947,21.7493,1
11.486794,3.9910,1
19.164399,-13.7617,1
18.632171,10.5336,1
16.583064,14.5418,1
14.927576,-9.0209,1
16.006964,-20.3701,1
10.502936,-77.7308,1
17.876098,-8.0873,1
12.502333,-64.7986,1
10.706694,-22.0880,1
11.31591,5.9826,1
21.340197,9.8972,1
21.674824,-43.7243,1
15.480627,25.9193,2
17.208796,3.7932,1
14.891341,-6.4091,1
10.285612,-37.0273,1
17.959178,-49.5819,1
16.819123,-30.9826,1
14.543637,-10.0112,1
14.555028,3.6360,1
17.940288,12.5197,1
20.078339,-20.3353,1
16.378791,-101.8329,1
15.818582,19.1267,1
20.833251,-33.3050,1
9.95585,-65.6397,1
15.593449,-68.9672,1
21.159992,1.6159,1
12.941385,-60.9525,1
10.951651,14.0273,1
20.573538,-17.8268,1
12.43339,-10.5840,1
7.64408,-14.5036,1
14.816361,-35.3377,1
7.309311,-30.3384,1
16.888923,-62.4889,1
17.840879,-5.6072,1
14.066947,-41.4786,1
14.867033,-24.4529,1
17.854674,16.3340,1
14.154668,2.9099,1
14.964209,-78.8542,1
10.509052,-18.4416,1
18.351943,22.7853,1
19.484467,7.7944,1
21.082851,-46.0389,1
16.66691,-42.9379,1
10.795485,-8.6048,1
17.772026,-2.1394,1
20.316727,-54.2436,1
18.081852,35.2273,2
21.504784,-30.5710,1
7.545147,-5.4057,1
13.082922,20.6475,1
11.680985,-25.0930,1
15.683142,4.2786,1
12.697395,-64.1758,1
9.671334,23.0500,1
15.435544,-10.2068,1
11.192751,9.0908,1
12.698572,4.5649,1
11.269895,-95.9719,1
13.086998,-120.1676,1
3.119334,-19.7119,1
14.988316,-21.7257,1
14.53379,-22.9316,1
12.239849,-34.0621,1
1.893235,12.4985,1
7.637716,10.1251,1
12.740094,1.5100,1
19.174992,-5.3588,1
7.008049,-9.6908,1
20.840809,19.5042,1
12.305006,-25.7477,1
19.666908,-45.2309,1
17.935994,0.0022,1
20.971571,13.1005,1
4.657645,-81.6528,1
12.101852,15.1494,1
9.7891,-10.4452,1
5.579217,-63.1838,1
13.726178,-1.4819,1
14.495984,-11.2641,1
8.45877,-69.3833,1
13.71712,-2.9202,1
21.797379,-14.6798,1
12.698923,-2.5860,1
19.374029,-30.5588,1
15.259808,26.8160,2
8.811256,-81.0746,1
8.398679,-2.0762,1
18.263225,-42.1780,1
8.381234,-15.4298,1
14.397945,-11.6314,1
16.426969,-33.5239,1
13.367935,-51.6953,1
17.493369,-6.6360,1
12.729132,-20.0740,1
19.524738,-55.3320,1
20.685243,-33.9646,1
6.240473,-31.0812,1
6.109832,28.7284,2
19.12735,5.7012,1
14.435653,-2.0488,1
10.450664,-13.6827,1
20.339001,17.1615,1
18.482848,26.4133,2
14.727272,2.8202,1
17.005783,-20.0918,1
17.284318,9.8441,1
19.645073,-5.5996,1
9.914719,-8.2756,1
12.271365,-20.2977,1
19.622602,63.1985,3
10.818604,-77.7429,1
20.122351,-9.8407,1
10.950014,-54.6553,1
19.588046,-4.9780,1
14.165687,-34.5745,1
10.650987,10.3793,1
19.961585,-48.3947,1
5.260273,-42.4385,1
17.234663,23.3052,1
17.8308,-3.8869,1
12.653739,-6.0272,1
13.550174,-17.1703,1
21.779043,-5.8668,1
12.603275,-116.1959,1
13.289497,-53.5529,1
5.029149,11.5289,1
7.41977,-26.9143,1
9.895099,-66.6848,1
20.181488,-107.7145,1
12.817725,8.4509,1
16.729479,-6.7109,1
17.29221,-21.1775,1
17.581707,-35.0714,1
6.249077,10.7749,1
20.643538,-14.0369,1
12.272202,-1.3559,1
16.138175,-57.7627,1
11.484884,17.9407,1
16.962528,10.6640,1
18.467524,-22.9969,1
10.177552,5.0986,1
15.97659,-11.9015,1
12.914663,-48.0708,1
20.559592,1.4595,1
13.447271,5.0401,1
20.080024,-63.4614,1
15.028296,-9.9260,1
16.490071,15.6103,1
14.717241,-3.2902,1
13.473724,11.2667,1
20.604908,2.3866,1
17.895017,-8.9563,1
11.640602,4.0318,1
15.286107,-50.8001,1
15.618806,-41.6351,1
16.105812,-21.6902,1
13.187831,-92.3169,1
19.096676,-65.4907,1
16.127124,-17.0741,1
11.28037,-17.1955,1
11.256849,-25.5012,1
9.490794,-61.2547,1
14.463886,-32.3342,1
11.071328,2.0333,1
17.299701,4.3804,1
1.836227,-82.5425,1
20.756551,33.7299,2
18.096299,14.3210,1
15.083891,-24.4090,1
19.232143,-77.3575,1
15.45181,11.1415,1
18.041935,20.9649,1
15.904637,5.3673,1
9.100248,-21.4174,1
3.966729,-78.5833,1
19.550137,-28.8662,1
17.632115,16.8618,1
9.820924,-6.4376,1
12.105916,-5.4205,1
17.057147,28.9758,2
12.691233,-63.4271,1
18.643161,22.9545,1
14.681721,-51.7316,1
9.945527,-22.7470,1
21.190648,33.7517,2
17.831617,-2.6461,1
20.894946,-41.9725,1
12.53536,-41.4589,1
14.475362,12.0140,1
18.209784,11.7295,1
18.219527,-5.9048,1
20.274687,33.4711,2
14.358931,-27.4424,1
9.878145,-44.8173,1
18.50162,-46.3212,1
20.192509,-97.1231,1
16.510905,-13.2058,1
18.643729,9.6542,1
8.931723,21.2472,1
18.384505,10.3546,1
14.007234,9.9340,1
15.00025,33.5865,2
19.772112,0.9138,1
18.604096,-4.5872,1
20.412826,30.0428,2
20.826511,-2.7536,1
19.948862,6.2206,1
5.577769,-9.7941,1
12.652382,25.4928,2
11.974426,-10.9293,1
12.068159,-11.6392,1
3.093916,-74.7628,1
17.600446,12.1993,1
10.125879,0.1294,1
18.270617,1.4709,1
20.623537,13.2396,1
10.497816,-71.3700,1
8.306633,-39.5388,1
20.257799,-8.4678,1
9.277334,-15.6633,1
3.621078,2.3058,1
16.510778,-47.4433,1
19.593487,2.6565,1
14.555891,3.7185,1
17.057421,-1.5167,1
17.315387,13.3365,1
10.087024,15.9079,1
17.60921,-37.9779,1
21.497485,-5.0332,1
12.090512,0.8275,1
14.939941,-27.2366,1
13.013645,-61.0336,1
16.745323,-9.8178,1
20.364265,27.3296,2
14.541274,5.7924,1
11.944444,-30.5697,1
17.362655,5.8577,1
13.898714,7.5087,1
19.413573,3.1443,1
16.700727,13.7654,1
18.382118,37.8406,2
10.954069,-87.3228,1
11.239503,-5.8628,1
3.076563,-22.1710,1
12.703091,-22.0043,1
21.200564,-5.2564,1
5.899737,17.3202,1
20.905357,-60.7564,1
15.736771,3.8609,1
20.506517,-18.2506,1
21.364895,9.3334,1
9.966028,-132.3251,1
16.715047,-18.2091,1
21.834494,10.9780,1
17.52052,-11.3330,1
19.935243,-14.5132,1
12.300635,-53.2715,1
3.00366,-31.9593,1
13.939934,-55.0076,1
6.317517,-60.2845,1
15.973201,-57.2531,1
19.826038,10.6253,1
15.450453,13.1183,1
15.479492,-16.5649,1
17.901038,-16.5224,1
16.092219,-3.0897,1
15.232992,22.1276,1
14.897562,-4.0761,1
17.893592,23.2759,1
21.2877,-71.2571,1
11.087221,-52.8629,1
4.315122,-57.0877,1
20.001448,-26.8554,1
13.115923,-35.5201,1
8.043247,-71.9108,1
19.07091,-83.3245,1
10.860506,-138.5619,1
20.709501,-21.9143,1
10.016454,-54.2975,1
13.11511,-89.0044,1
16.61427,0.4128,1
16.058681,-12.9411,1
15.100705,-76.4944,1
18.055634,21.4282,1
18.000912,-5.7652,1
7.649468,-138.1091,1
20.156559,-46.2407,1
9.25954,-62.7340,1
18.958352,10.3381,1
19.834999,8.3531,1
7.534344,-31.1178,1
21.477118,8.4020,1
2.517641,-20.8585,1
19.141589,-45.4509,1
20.175033,33.5122,2
12.254465,-3.5743,1
